fid,Nr_ID_JRG,Nazwa_jednostki,Nazwa_komendy_P-M,Nazwa_komendy_KW,Populacja,Liczba_SOR_w_OCH,l_karetek_p,l_karetek_s,l_wyjazdow_PRM,l_obs_pacjetnow_PRM,Liczba_strazakow_na_zm,liczba_zdarzen,liczba_rat_PRM,Liczba_pojazdow,pow_ob_ch,pow_ob_ch_km_kw,Liczba_dyspozytorni,Priorytet_KW,Wojewodztwo,Powiat,ID_JRG_PRIO,Long,Lat
475,0522001,JRG Zduńska Wola,KP PSP Zduńska Wola,KW PSP Łódź,66521,0,1,1,4370,2288,9,535,3,7,422653957,423,1,0,ŁÓDZKIE,zduńskowolski,0522001,18.95694444,51.60001944
476,0521001,JRG Wieruszów,KP PSP Wieruszów,KW PSP Łódź,41895,0,2,0,2314,1259,7,430,0,9,610468520,611,2,0,ŁÓDZKIE,wieruszowski,0521001,18.17707222,51.28151667
477,0519001,JRG Tomaszów Mazowiecki,KP PSP Tomaszów Mazowiecki,KW PSP Łódź,97677,3,2,1,8163,4282,13,913,0,25,784395653,785,2,0,ŁÓDZKIE,tomaszowski,0519001,20.01486389,51.54891389
478,0523003,JRG Zgierz,KP PSP Zgierz,KW PSP Łódź,85649,1,4,1,10481,6810,10,1421,2,9,198223941,199,2,0,ŁÓDZKIE,zgierski,0523003,19.41111111,51.85277778
479,0523001,JRG Ozorków,KP PSP Zgierz,KW PSP Łódź,37334,0,1,0,1940,1309,7,938,0,5,329300662,330,1,0,ŁÓDZKIE,zgierski,0523001,19.29363611,51.96545
480,0523002,JRG Stryków,KP PSP Zgierz,KW PSP Łódź,42598,0,2,0,3114,1841,7,806,0,5,497955289,498,2,0,ŁÓDZKIE,zgierski,0523002,19.60472222,51.8975
481,0515001,JRG Rawa Mazowiecka,KP PSP Rawa Mazowiecka,KW PSP Łódź,63660,1,4,1,6429,3678,7,506,3,7,1020951379,1021,5,0,ŁÓDZKIE,rawski,0515001,20.2474,51.75505833
482,0503001,JRG Bełchatów,KP PSP Bełchatów,KW PSP Łódź,90512,0,3,1,7776,4708,12,766,3,14,791010802,792,3,0,ŁÓDZKIE,bełchatowski,0503001,19.39413056,51.3705
483,0505001,JRG Łask,KP PSP Łask,KW PSP Łódź,58245,1,2,1,4936,2277,7,461,0,12,690055593,691,2,0,ŁÓDZKIE,łaski,0505001,19.13166667,51.59416667
484,0506001,JRG Łęczyca,KP PSP Łęczyca,KW PSP Łódź,43770,1,2,1,4495,2713,7,667,2,9,661190804,662,2,0,ŁÓDZKIE,łęczycki,0506001,19.18330833,52.04426667
485,0514001,JRG Radomsko,KP PSP Radomsko,KW PSP Łódź,99391,2,2,1,7206,4846,12,1495,0,13,1094796763,1095,2,0,ŁÓDZKIE,radomszczański,0514001,19.44408889,51.06517778
486,0510001,JRG Pajęczno,KP PSP Pajęczno,KW PSP Łódź,53356,0,1,1,1398,1398,7,561,0,6,916695345,917,1,0,ŁÓDZKIE,pajęczański,0510001,19.00339722,51.14750833
487,0520001,JRG Wieluń,KP PSP Wieluń,KW PSP Łódź,78569,1,2,1,4806,2785,9,1264,0,11,1084514626,1085,2,0,ŁÓDZKIE,wieluński,0520001,18.56941944,51.22346944
488,0701014,JRG nr 14 m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,105054,1,1,0,749,382,8,950,0,5,48935984,49,1,0,MAZOWIECKIE,Warszawa,0701014,21.08340278,52.16913889
489,0701002,JRG nr   2 m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,53722,0,0,0,0,0,17,821,2,16,29647836,30,0,0,MAZOWIECKIE,Warszawa,0701002,20.89371944,52.20973889
490,0501005,JRG nr 5 Łódź,KM PSP Łódź,KW PSP Łódź,70017,1,1,0,3001,1687,11,1332,3,9,10783155,11,1,0,ŁÓDZKIE,Łódź,0501005,19.47928611,51.74634722
491,0612001,JRG Krynica-Zdrój,KM PSP Nowy Sącz,KW PSP Kraków,31471,2,1,1,2363,1414,8,456,0,6,405713111,406,1,0,MAŁOPOLSKIE,nowosądecki,0612001,20.954975,49.42711111
492,0604001,JRG Brzesko,KP PSP Brzesko,KW PSP Kraków,91968,1,3,1,6510,3897,9,1243,7,6,642454458,643,3,0,MAŁOPOLSKIE,brzeski,0604001,20.616,49.97427778
493,1111001P1,PJRG Krynica Morska,KP PSP Nowy Dwór Gdański,KW PSP Gdańsk,3976,0,0,0,0,0,0,0,0,0,206727716,207,0,0,0,0,0,0,0
494,1101002P1,PJRG nr 2 Gdańsk,KM PSP Gdańsk,KW PSP Gdańsk,90436,0,1,0,3223,2044,8,704,2,6,43945558,44,1,0,0,0,0,0,0
495,1101005,JRG nr 5 Gdańsk Oliwa,KM PSP Gdańsk,KW PSP Gdańsk,89003,0,2,0,6751,3510,8,1041,1,6,33610954,34,2,0,POMORSKIE,Gdańsk,1101005,18.57805556,54.40777778
496,1105004,JRG Nr 4 Gdynia Wielki Kack,KM PSP Gdynia,KW PSP Gdańsk,59354,0,2,0,3984,2415,7,447,4,5,63111851,64,2,2,POMORSKIE,Gdynia,1105004,18.45540833,54.45765
497,0108001P1,PJRG JRG Kowary,KM PSP Jelenia Góra,KW PSP Wrocław,23371,1,2,0,3033,1655,2,353,0,1,150456676,151,1,0,0,0,0,0,0
498,0128001P1,PJRG Ziębice,KP PSP Ząbkowice Śląskie,KW PSP Wrocław,17934,0,1,0,1685,861,4,283,0,1,330532510,331,1,0,0,0,0,0,0
499,1014001,JRG nr 1 Suwałki,KM PSP Suwałki,KW PSP Białystok,47286,0,3,2,7675,4648,8,598,3,12,663838715,664,2,0,PODLASKIE,Suwałki,1014001,22.92444444,54.09833333
500,1505001,JRG Gniezno,KP PSP Gniezno,KW PSP Poznań,132426,2,5,1,10487,5564,14,1087,3,12,1048843481,1049,4,11,WIELKOPOLSKIE,gnieźnieński,1505001,17.60598889,52.53163056
501,1516001,JRG Krotoszyn,KP PSP Krotoszyn,KW PSP Poznań,73802,1,2,1,4646,2201,8,538,1,10,705418009,706,3,14,WIELKOPOLSKIE,krotoszyński,1516001,17.43498333,51.69959444
502,1101002,JRG nr 2 Gdańsk,KM PSP Gdańsk,KW PSP Gdańsk,62695,1,4,1,10585,5969,11,1243,2,6,94993339,95,3,0,POMORSKIE,Gdańsk,1101002,18.67027778,54.35444444
503,1215001,JRG Kłobuck,KP PSP Kłobuck,KW PSP Katowice,81194,0,3,0,6131,3861,9,589,1,8,888198792,889,2,27,ŚLĄSKIE,kłobucki,1215001,18.94643333,50.89825556
504,1208003,JRG nr 3 Częstochowa,KM PSP Częstochowa,KW PSP Katowice,83474,1,4,1,14107,8880,8,1551,0,5,347961613,348,2,0,ŚLĄSKIE,Częstochowa,1208003,19.12861111,50.80972222
505,1208001,JRG nr 1 Częstochowa,KM PSP Częstochowa,KW PSP Katowice,99640,0,5,0,12087,7896,9,1971,1,8,404051481,405,3,9,ŚLĄSKIE,Częstochowa,1208001,19.13500278,50.79712222
506,1201001,JRG nr 1 Katowice,KM PSP Katowice,KW PSP Katowice,112311,2,2,1,8636,4307,18,2339,3,10,42596693,43,2,8,ŚLĄSKIE,Katowice,1201001,19.08986944,50.25505278
507,1207003,JRG Ustroń,KP PSP Cieszyn,KW PSP Katowice,46080,0,2,0,3341,1577,8,830,2,5,296786302,297,2,1,ŚLĄSKIE,cieszyński,1207003,18.83593333,49.69633889
508,0601002,JRG nr 2 Kraków,KM PSP Kraków,KW PSP Kraków,165992,0,4,0,11931,5993,14,2012,0,12,63508853,64,2,0,MAŁOPOLSKIE,Kraków,0601002,19.9358,50.03346111
509,0310001,JRG Krasnystaw,KP PSP Krasnystaw,KW PSP Lublin,57857,1,2,1,4708,3570,7,830,1,10,1045085966,1046,1,0,LUBELSKIE,krasnostawski,0310001,23.17166667,50.98388889
510,0319001,JRG Ryki,KP PSP Ryki,KW PSP Lublin,45241,1,1,1,3343,1378,9,930,0,10,744361757,745,2,0,LUBELSKIE,rycki,0319001,21.94213889,51.616775
511,1615002,JRG Sławno,KP PSP Sławno,KW PSP Szczecin,30843,1,2,1,3860,2058,7,469,1,4,722416764,723,2,15,ZACHODNIOPOMORSKIE,sławieński,1615002,16.67304722,54.36511111
512,0738001,JRG Wołomin,KP PSP Wołomin,KW PSP Warszawa,130580,1,2,1,1902,1129,20,4394,6,34,398207272,399,2,0,MAZOWIECKIE,wołomiński,0738001,21.227475,52.34709722
513,0112001,JRG nr 1 Legnica,KM PSP Legnica,KW PSP Wrocław,60629,0,0,0,0,0,7,1217,0,13,218695077,219,0,0,DOLNOŚLĄSKIE,Legnica,0112001,16.16350833,51.20653056
514,0119001,JRG Jelcz Laskowice,KP PSP Oława,KW PSP Wrocław,44851,0,1,0,2584,1264,7,402,2,9,267242418,268,1,0,DOLNOŚLĄSKIE,oławski,0119001,17.31442222,51.02663611
515,1002001,JRG nr 5 w Łapach,KM PSP Białystok,KW PSP Białystok,29513,1,1,1,2240,1309,7,175,0,7,557709869,558,1,0,PODLASKIE,białostocki,1002001,22.86496667,52.98422222
516,1119002,JRG Wejherowo,KP PSP Wejherowo,KW PSP Gdańsk,136194,0,4,1,4758,2994,10,1278,3,6,1124682724,1125,3,3,POMORSKIE,wejherowski,1119002,18.19995833,54.61138056
517,1305001,JRG Kazimierza Wielka,KP PSP Kazimierza Wielka,KW PSP Kielce,38211,1,1,1,3310,1739,7,400,1,22,543027040,544,1,13,ŚWIĘTOKRZYSKIE,kazimierski,1305001,20.47960278,50.27906389
518,1612001,PJRG Dębno,KP PSP Myślibórz,KW PSP Szczecin,59463,1,4,1,9894,3456,7,510,1,9,1122461119,1123,3,0,0,0,0,0,0
519,0717001,JRG Ostrołęka,KM PSP Ostrołęka,KW PSP Warszawa,5320,0,0,0,0,0,0,0,0,0,137317889,138,0,0,MAZOWIECKIE,Ostrołęka,0717001,21.59218889,53.08587778
520,0717001,JRG Ostrołęka,KM PSP Ostrołęka,KW PSP Warszawa,22,0,0,0,0,0,0,0,0,0,6225559,7,0,0,MAZOWIECKIE,Ostrołęka,0717001,21.59218889,53.08587778
521,0511001,JRG Piotrków Trybunalski,KM PSP Piotrków Trybunalski,KW PSP Łódź,156623,2,6,1,15076,9208,17,1344,2,18,1516890466,1517,5,0,ŁÓDZKIE,Piotrków Trybunalski,0511001,19.694275,51.40344167
522,0517001,JRG Skierniewice,KM PSP Skierniewice,KW PSP Łódź,79509,1,2,1,2513,3322,10,727,2,8,632403123,633,2,0,ŁÓDZKIE,Skierniewice,0517001,20.15899722,51.955175
523,0516001,JRG Sieradz,KP PSP Sieradz,KW PSP Łódź,106272,2,4,1,8705,4632,12,822,0,10,1370990783,1371,4,0,ŁÓDZKIE,sieradzki,0516001,18.70636944,51.57296111
524,0701007,JRG nr   7 m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,191943,1,4,0,3880,1953,14,1355,3,20,60363174,61,2,0,MAZOWIECKIE,Warszawa,0701007,20.91402778,52.23494444
525,0701013,JRG nr 13 m.st.Warszawa,KM PSP m. st. Warszawa,KW PSP Warszawa,89701,0,2,1,5482,2847,8,579,2,8,94743533,95,2,0,MAZOWIECKIE,Warszawa,0701013,21.15802778,52.25909722
